ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
2020,2020 Bulkers,Industrials,52.8,52.8,53.4,40,,1170.62,-0.0149,-0.06709999999999999,-0.102,-0.3924,-0.3074,HM11,Industrials,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,441 542 9329,Bermuda,[],http://www.2020bulkers.com,1.0,S.E. Pearman Building,,Marine Shipping,2nd Floor 9 Par-la-Ville Road,53.6,53.0,57.424637,0.0030783585,2.2674,,54.2,,13365.0,,53.6,54.54545600000001,0.165,53.0,,13365.0,,,,1.86,1581552000.0,1.07216,,,52.6,2.0,NOK,10091.0,,,,1170623488.0,,,30828.0,69.26765999999999,52.6,53.4,,,10091.0,93.8,,,,39.0,52.8,False,0.0347,,54.2,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000.0,EQUITY,2020.OL,finmb_544117951,no_market,,80.03699999999999,,0.07692,,-0.3038057,,,,22170900.0,,,6.184,,,,1577750400.0,0.19871001,1300000.0,0.061,,0.0644362,8.538163,0.57717997,1640908800.0,1585612800.0,,,9024667.0,1352623872.0,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,4.0,865.5737,,,,,
FIVEPG,5th Planet Games,Communication services,1.96,1.96,1.96,1027,LP,208.38,-0.07980000000000001,0.4412,0.1791,5.7101,1.8526,1123,Communication Services,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,,Denmark,[],http://www.5thplanetgames.com,1.0,Gothersgade 11,,Electronic Gaming & Multimedia,,2.13,2.2,1.1073799,,0.0,,2.23,,3960651.0,,2.13,1.8257706000000002,,2.2,,3960651.0,,,,,,2.6790689999999997,,,1.91,4.0,NOK,4073806.0,,,,151825920.0,,,6702723.0,,1.91,1.98,,0.0,4073806.0,3.8,,,,0.25,1.96,False,,0.0,2.23,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0.0,,1.5177305,,,,77462200.0,,,0.174,,,,1577750400.0,0.0,,-0.11800000000000001,,0.0644362,11.264368,0.50402,1640908800.0,1577750400.0,,,41707742.0,105322576.0,,1511913600.0,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,16.0,,,,,,
AASB-ME,Aasen Sparebank,Equity certificates,114.0,108.0,114.0,4,LP,115.59,,0.0364,,-0.0514,0.0283,7630,Financial Services,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Asen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1.0,Stasjonsvegen 1,47 74 08 63 01,Banks—Regional,,110.0,110.0,121.39855,0.07272727,1.0156,,114.0,,24.0,,110.0,113.78788,8.0,110.0,,24.0,,,,8.0,1583798400.0,0.401681,,,108.0,2.0,NOK,71.0,,,,115585744.0,,,39.0,1.1200169,108.0,114.0,,,71.0,153.0,,,,105.0,108.0,False,0.0727,,114.0,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,7.072,,0.36725,,-0.07563025,,,,1013910.0,,,485.69199999999995,,,,1577750400.0,0.0,37900000.0,37.38,,0.0644362,0.23471665,0.0,1640908800.0,1585612800.0,,,553343.0,729858112.0,,,,,,-0.32799999999999996,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,,3.0497591,,,,,
ASC,ABG Sundal Collier Holding,Financials,4.38,4.38,4.43,111,,1931.16,-0.0256,-0.0267,0.0429,0.1641,0.3362,0250,Financial Services,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1.0,Munkedamsveien 45 East,,Capital Markets,7th floor,4.495,4.495,3.8008695,0.04894327,0.8062,,4.495,,188911.0,,4.495,4.2675757,0.22,4.495,,188911.0,,,,0.22,1588118400.0,0.98372,,,4.365,4.0,NOK,303500.0,,,,1931155200.0,,,502885.0,1.3663671999999998,4.365,4.415,,185000.0,303500.0,4.58,10.186047,,10.49,2.69,4.38,False,0.048899997,340000.0,4.495,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASC.OL,finmb_2972520,no_market,,1.051,,0.17288,,0.25208914,,0.43,,440903008.0,,,1.493,,,,1577750400.0,0.19143,244343008.0,0.45899999999999996,,0.0644362,2.9336905,0.18238,1640908800.0,1593475200.0,,,348806080.0,1485514880.0,,,,,,0.22899999999999998,,,,,,,,https://logo.clearbit.com/abgsc.com,275.0,9.542484,,,,,
ADE,Adevinta,Communication services,136.0,136.0,136.4,3834,,93140.89,-0.0355,0.1826,0.3668,0.3077,0.5028,0159,Communication Services,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,47 23 10 66 00,Norway,[],http://www.adevinta.com,1.0,Grensen 5,,Internet Content & Information,,141.0,137.4,101.0279,,0.0,,140.0,,1116952.0,,141.0,104.28788,,137.4,,1116952.0,,,,,,,,,135.3,2.0,NOK,505257.0,,,,93140967424.0,,,367913.0,,135.3,136.7,,,505257.0,160.2,,,,66.7,136.4,False,,,140.0,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.46113992,,,,684860032.0,,,,,,,1577750400.0,0.20231001,,,,0.0644362,,0.66005,1640908800.0,1593475200.0,,,223708700.0,89079996416.0,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,3564.0,,,,,,
ADSC-ME,ADS Crude Carriers,Energy,18.55,18.2,18.55,44,,433.89,0.0027,-0.0107,-0.0364,-0.2376,0.1079,4532,Industrials,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,357 2 5335501,Cyprus,[],http://www.adscrude.com,1.0,OSM House,,Marine Shipping,22 Amathountos Agios Tychonas,18.5,18.6,23.06739,,0.4088,,18.6,,22070.0,,18.5,19.354546,,18.6,,22070.0,,,,4.21,1591228800.0,,,,18.1,2.0,NOK,46068.0,,,,433890048.0,,,134180.0,,18.1,18.55,,,46068.0,33.4,,,,16.1,18.2,False,0.22569999,,18.6,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0.0,,-0.11904764,,,,23390300.0,,,,,,,,0.09734,,,,0.0644362,,0.0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,,,,,,,
AEGA,Aega,Utilities,1.26,1.26,1.31,224,,60.54,0.07690000000000001,0.008,0.05,0.0862,0.0114,274,Utilities,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.aega.no,1.0,Thunes vei 2,,Utilities—Renewable,,1.17,1.24,1.2208695,0.0034188037,,,1.85,,64024.0,,1.17,1.2003031000000002,0.004,1.24,,64024.0,,,,0.04,1591142400.0,-0.703488,,,1.24,4.0,NOK,590194.0,,,,60544008.0,,,42858.0,,1.24,1.3,,394100.0,590194.0,1.85,,,,1.05,1.26,False,0.0325,60000.0,1.85,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0.0,,-0.20945948,,,,48050800.0,,,0.165,,,,1577750400.0,0.0,,-0.057999999999999996,,0.0644362,7.6363635,0.46798,1640908800.0,1585612800.0,,,24350240.0,60544048.0,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,2.0,,,,,,
AFG,AF Gruppen,Industrials,179.2,177.6,179.2,79,,18817.61,-0.0067,-0.0099,0.037000000000000005,0.056,0.119,0663,Industrials,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1.0,Innspurten 15,,Engineering & Construction,,180.4,180.0,167.1471,0.052660755999999996,1.0266,,180.0,,8558.0,,180.4,176.75151,9.5,180.0,,8558.0,,,,12.0,1589760000.0,0.43662700000000004,,,177.0,2.0,NOK,4670.0,,,,18817611776.0,,,21069.0,0.7854416999999999,177.0,178.6,,178000.0,4670.0,185.0,21.358759,,5.42,124.5,177.6,False,0.0665,52100.0,180.0,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFG.OL,finmb_6174594,no_market,,0.821,,0.03506,15.1,0.06430673599999999,,8.39,,105009000.0,,,22.213,,,,1577750400.0,0.14407,840000000.0,8.257,,0.0644362,8.0673485,0.60915,1640908800.0,1585612800.0,,,40215335.0,19660529664.0,,1263772800.0,5:1,,,-0.1,,,,,,,,https://logo.clearbit.com/afgruppen.com,5526.0,21.702797,,,,,
AKA,Akastor,Energy,5.56,5.52,5.56,109,,1510.15,-0.0414,0.0109,0.1054,-0.4406000000000001,-0.5174,1366,Energy,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",Barum,47 21 52 58 00,Norway,[],http://akastor.com,1.0,Building B,,Oil & Gas Equipment & Services,Oksenoyveien 10 Lysaker,5.8,5.87,5.896594,,0.0,,5.87,,941923.0,,5.8,5.100606,,5.87,,941923.0,,,,,1397174400.0,1.273837,,,5.51,2.0,NOK,270968.0,,,,1510151552.0,,,449795.0,0.26666987,5.51,5.53,,52200.0,270968.0,12.4,13.9,,,3.52,5.51,False,,227000.0,5.87,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKA.OL,finmb_874402,no_market,,0.6709999999999999,,-0.0498,12.209000000000001,-0.49389178,,0.4,,271609984.0,,,14.855,,,,1577750400.0,0.25563,-152000000.0,-0.981,,0.0644362,0.37428477,0.51141,1640908800.0,1593475200.0,,,136612714.0,3797142784.0,,1175212800.0,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,2112.0,,,,,,
AKER,Aker,Financials,386.8,386.8,387.0,1206,,28727.05,-0.0208,-0.044500000000000005,0.0642,-0.2669,-0.1905,1366,Energy,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1.0,Oksenoyveien 10,47 24 13 01 01,Oil & Gas Equipment & Services,,395.0,391.0,361.15436,0.05696202400000001,0.0,,392.0,,173530.0,,395.0,363.88486,22.5,391.0,,173530.0,,,,11.75,1595289600.0,1.701744,,,377.0,2.0,NOK,92432.0,,,,28724850688.0,,,229404.0,0.6097788000000001,377.0,387.8,,111700.0,92432.0,566.0,14.735238,,,182.2,387.6,False,0.0294,108400.0,392.0,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKER.OL,finmb_12074458,no_market,,1.86,,-0.08871,34.282,-0.16807073,,26.25,,74262800.0,,,251.43200000000002,,,,1577750400.0,0.19775999,-4124000000.0,-56.266000000000005,,0.0644362,1.5383879999999999,0.70268,1640908800.0,1593475200.0,,,67703874.0,87625834496.0,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,21865.0,,,,,,
AKBM-ME,Aker BioMarine,Consumer staples,90.5,90.5,92.7,526,,7926.54,-0.0423,-0.0524,,,,1327,Healthcare,"Aker BioMarine AS, a biotechnology company, develops krill-derived ingredients and products for nutraceutical, aquaculture, and animal feed applications. The company provides krill oil products, including omega-3s, phospholipids, choline, and astaxanthin for the human market under the Superba brand. It also offers Qrill aqua product for aquaculture; and QRILL pet, a functional ingredient for pet food. The company is headquartered in Lysaker, Norway. Aker BioMarine ASA is a subsidiary of Aker ASA.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerbiomarine.com,1.0,Oksenoyveien 10,47 24 13 01 10,Drug Manufacturers—Specialty & Generic,PO Box 496,94.5,94.5,,,,,94.5,,,,94.5,,,94.5,,,,,,,,,,,90.05,2.0,NOK,154729.0,,,,,,,,,90.05,92.36,,,154729.0,94.5,,,,90.05,92.4,False,,,94.5,OSL,AKER BIOMARINE AS,Aker BioMarine ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKBM-ME.OL,finmb_884321,no_market,,40.232,,-0.00658,189.173,,,,,,,,2.589,,,,1546214400.0,,-1022000.0,-0.015,,0.0644362,34.95558,,1609372800.0,1514678400.0,,,14611039.0,6249345536.0,,,,,,,,,,,,,,https://logo.clearbit.com/akerbiomarine.com,,,,,,,
AKERBP,Aker BP,Energy,184.0,183.6,184.0,3624,,66168.89,0.0,-0.0011,-0.0126,-0.33990000000000004,-0.2409,1366,Energy,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1.0,Building B,,Oil & Gas E&P,Fornebuporten OksenOeyveien 10 Lysaker,184.0,183.05,191.62537,0.009934782,,,184.65,,875722.0,,184.0,182.51515,1.828,183.05,,875722.0,,,,7.41,1596153600.0,1.6540689999999998,,,179.7,2.0,NOK,720803.0,,,,66168979456.0,,,1635941.0,21.59741,179.7,183.75,,,720803.0,297.9,,,,89.42,183.6,False,0.0392,,184.65,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKERBP.OL,finmb_9048461,no_market,,22.858,,-0.031630002000000004,31.962,-0.2704203,,1.7,,359614016.0,,,5.317,,,,1577750400.0,0.16023001,-96917000.0,-0.26899999999999996,,0.0644362,34.605979999999995,0.70299006,1640908800.0,1593475200.0,,,106384610.0,70032441344.0,,1261526400.0,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,1703.0,,,,,,
AKSO,Aker Solutions,Energy,14.54,14.54,14.61,3352,,3954.05,-0.0261,0.0613,0.4717,-0.4118,-0.5081,1366,Energy,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; offshore wind solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services, as well as carbon capture, utilization, and storage services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1.0,Oksenoyveien 8,47 67 51 30 10,Oil & Gas Equipment & Services,,14.93,14.99,10.569645,0.0971199,0.0,,15.0,,9417332.0,,14.93,9.64803,1.45,14.99,,9417332.0,,,,,1428624000.0,1.890697,,,14.24,2.0,NOK,4520782.0,,,,3954051328.0,,,5371546.0,0.15004179,14.24,14.66,,58500.0,4520782.0,30.2,6.240343599999999,,,4.362,14.64,False,,156700.0,15.0,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.44799999999999995,,-0.03779,18.614,-0.4808762,,2.33,,271943008.0,,,24.02,,,,1577750400.0,0.26966998,-996000000.0,-3.667,,0.0644362,0.60532886,0.46942002,1640908800.0,1593475200.0,,,130227946.0,11801048064.0,,1175212800.0,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,13000.0,,,,,,
AKVA,AKVA Group,Industrials,63.8,62.2,63.8,10,LP,2112.19,-0.0031,-0.0031,0.022400000000000003,-0.1258,-0.1557,4353,Industrials,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1.0,Plogfabrikkvegen 11,,Farm & Heavy Construction Machinery,,64.0,63.2,61.79855,0.03125,,,64.0,,1895.0,,64.0,62.266666,2.0,63.2,,1895.0,,,,2.0,1582502400.0,0.642441,,,62.0,2.0,NOK,3663.0,,,,2115378304.0,,,6006.0,0.71058077,62.0,63.0,,49600.0,3663.0,83.0,11.13438,,,41.3,62.2,False,0.0308,34200.0,64.0,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKVA.OL,finmb_162314,no_market,,1.1159999999999999,,-0.00014,25.636,-0.17948717,,5.73,,33156400.0,,,31.171,,,,1577750400.0,0.13203,-422000.0,-0.013999999999999999,,0.0644362,2.0467741000000004,0.7511,1640908800.0,1585612800.0,,,8065299.0,3321439488.0,,,,,,-0.41700000000000004,,,,,,,,https://logo.clearbit.com/akvagroup.com,1444.0,,,,,,
AMSC,American Shipping Company,Industrials,27.1,27.1,27.25,91,,1642.71,-0.0181,-0.0109,0.0711,-0.1272,-0.1224,1366,Industrials,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.americanshippingco.com,1.0,Building B,,Marine Shipping,OksenOeyveien 10,27.6,27.0,26.294420000000002,0.011594202,1.9914999,,27.4,,54535.0,,27.6,25.904545000000002,0.32,27.0,,54535.0,,,,3.21,1590451200.0,0.968023,,,26.85,2.0,NOK,37471.0,,,,1642707200.0,,,78400.0,18.645092,26.85,27.25,,114600.0,37471.0,37.5,73.24324,,11.34,15.06,27.1,False,0.1162,172600.0,27.4,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AMSC.OL,finmb_22594564,no_market,,24.551,,0.10217000000000001,25.453000000000003,-0.20115769,,0.37,,60616500.0,,,2.6689999999999996,,,,1577750400.0,0.19708,9002000.0,0.149,,0.0644362,10.153616,0.28123000000000004,1640908800.0,1585612800.0,,,44026980.0,2163007232.0,,,,,,0.778,,,,,,,,https://logo.clearbit.com/americanshippingco.com,3.0,181.8792,,,,,
ANDF-ME,Andfjord Salmon,Consumer staples,58.6,58.0,58.6,71,,1974.86,-0.0184,0.0051,-0.0085,,,8400,Consumer Defensive,"Andfjord Salmon AS operates a fish farm. It operates a closed sea facility for organic salmon farming. The company was founded in 2014 and is headquartered in Sortland, Norway.",Sortland,,Norway,[],http://www.andfjordsalmon.com,1.0,Havnegata 19,,Farm Products,8402 Sortland,59.7,59.7,,,0.0,,59.7,,,,59.7,,,59.7,,,,,,,,,,,57.0,2.0,NOK,42930.0,,,,,,,,,57.0,58.9,,,42930.0,59.7,,,,57.0,58.6,False,,,59.7,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,1063.229,,0.0,-218.544,,,,,33624400.0,,,4.914,,,,1577750400.0,,-6394534.0,-0.214,,0.0644362,11.925112,,1640908800.0,,,,,1750639872.0,,,,,,,,,,,,,,https://logo.clearbit.com/andfjordsalmon.com,,,,,,,
ABT,Aqua Bio Technology,Materials,4.7,4.72,4.74,42,LP,72.17,-0.0486,-0.0289,-0.0562,1.0085,0.9583,1366,Healthcare,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1.0,Fornebuveien 37,,Biotechnology,,4.94,5.0,2.9894927000000004,0.20242915,0.0,,5.0,,35583.0,,4.94,4.9045453000000006,1.0,5.0,,35583.0,,,,,1496880000.0,1.24593,,,4.62,4.0,NOK,67607.0,,,,72170376.0,,,155106.0,55.721844,4.62,4.74,,320000.0,67607.0,7.55,-8.703702999999999,,,1.25,4.72,False,,330000.0,5.0,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ABT.OL,finmb_39453852,no_market,,50.413000000000004,,0.0,-5.021,0.9919355,,-0.54,,15355400.0,,,0.47700000000000004,,,,1577750400.0,0.02359,-13215518.0,-1.03,,0.0644362,9.85325,0.80484,1640908800.0,1577750400.0,,,1905450.0,65294680.0,,1309132800.0,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,
